,lastReportTime,meterType,slaveAddr,blockId,wire,freq,p_sum,ae_tot,re_tot,session,weekend,Temperature
2200,2020-09-30 16:00:00,1.0,3.0,0.0,1.0,59.98283333333334,25064.033333333333,530985.2166666667,171798699.62166667,3,0,22.1
2201,2020-09-30 17:00:00,1.0,3.0,0.0,1.0,59.982075757575764,16185.778787878788,531564.8637878789,171798694.4,3,0,22.2
2202,2020-09-30 18:00:00,1.0,3.0,0.0,1.0,59.9706212121212,8519.39090909091,531575.7719696969,171798694.4,3,0,21.9
2203,2020-09-30 19:00:00,1.0,3.0,0.0,1.0,59.976727272727274,8411.927272727273,531584.22,171798694.4,4,0,22.2
2204,2020-09-30 20:00:00,1.0,3.0,0.0,1.0,59.98933333333334,8113.25,531592.0733333334,171798694.4,4,0,21.8
2205,2020-09-30 21:00:00,1.0,3.0,0.0,1.0,59.999,9562.691666666668,531600.7783333333,171798694.4,4,0,21.6
2206,2020-09-30 22:00:00,1.0,3.0,0.0,1.0,59.98200000000001,7131.733333333333,531609.5233333334,171798694.4,4,0,21.3
2207,2020-09-30 23:00:00,1.0,3.0,0.0,1.0,60.001348484848485,8175.7,531616.7683333333,171798694.4,4,0,21.4
2208,2020-10-01 00:00:00,1.0,3.0,0.0,1.0,59.9844358974359,30818.802564102563,531631.943974359,171798756.90923077,1,0,24.6
2209,2020-10-01 01:00:00,1.0,3.0,0.0,1.0,59.99933333333333,57691.85,531682.18,171798839.32333332,0,0,21.0
2210,2020-10-01 02:00:00,1.0,3.0,0.0,1.0,60.01671212121213,59469.93333333333,531742.7466666667,171798843.35272726,0,0,21.0
2211,2020-10-01 03:00:00,1.0,3.0,0.0,1.0,60.03616666666667,69376.54999999999,526871.2933333333,168219704.02833334,0,0,21.2
2212,2020-10-01 04:00:00,1.0,3.0,0.0,1.0,60.01727272727273,53083.01818181817,531868.7581818182,171798785.46181816,0,0,20.6
2213,2020-10-01 05:00:00,1.0,3.0,0.0,1.0,59.9895,48158.25,531915.8116666666,171798797.70499998,0,0,20.5
2214,2020-10-01 06:00:00,1.0,3.0,0.0,1.0,59.99187878787878,68417.55606060606,531976.3266666665,171798853.57999998,0,0,20.6
2215,2020-10-01 07:00:00,1.0,3.0,0.0,1.0,59.98533333333334,56983.366666666676,532040.48,171798811.76666668,2,0,22.8
2216,2020-10-01 08:00:00,1.0,3.0,0.0,1.0,59.95554545454545,52932.58181818181,532096.1242424243,171798813.21636364,2,0,25.2
2217,2020-10-01 09:00:00,1.0,3.0,0.0,1.0,59.966166666666666,45284.91666666667,520154.5199999999,171798769.47333333,2,0,26.3
2218,2020-10-01 10:00:00,1.0,3.0,0.0,1.0,60.0115,34025.916666666664,522903.25166666665,171798738.32333332,2,0,28.5
2219,2020-10-01 11:00:00,1.0,3.0,0.0,1.0,60.01083333333334,36150.683333333334,532220.4816666667,171798726.19166666,2,0,28.9
2220,2020-10-01 12:00:00,1.0,3.0,0.0,1.0,59.97981818181819,35897.545454545456,519171.51454545447,171798724.88727272,2,0,29.5
2221,2020-10-01 13:00:00,1.0,3.0,0.0,1.0,59.98666666666666,32122.4,532287.8033333333,171798723.26333335,3,0,28.7
