,lastReportTime,p_sum,weekend,session,ae_tot,Temp(¢J)
1941,2020-09-19 21:00:00,16619.15849708304,1,4,517028.7516666666,28.7
1942,2020-09-19 22:00:00,21533.404569642218,1,4,517035.0783333336,28.3
1943,2020-09-19 23:00:00,26865.802206005857,1,4,508709.7423728815,28.1
1944,2020-09-20 00:00:00,31558.608250176378,1,1,517057.16666666657,25.7
1945,2020-09-20 01:00:00,35997.08222520427,1,0,517103.15666666673,27.7
1946,2020-09-20 02:00:00,40594.33386156791,1,0,517155.46,27.5
1947,2020-09-20 03:00:00,45433.30219110052,1,0,517210.52545454545,27.2
1948,2020-09-20 04:00:00,49818.157270299285,1,0,517272.33833333326,27.1
1949,2020-09-20 05:00:00,52554.916192744065,1,0,525545.4372881355,27.5
1950,2020-09-20 06:00:00,52697.76894756501,1,0,516942.51864406787,26.6
1951,2020-09-20 07:00:00,50733.726523322584,1,2,508503.0431034485,26.8
1952,2020-09-20 08:00:00,47603.44525158885,1,2,509158.4084745765,26.5
1953,2020-09-20 09:00:00,43437.315772746784,1,2,509218.77627118654,27.1
1954,2020-09-20 10:00:00,38680.7671005567,1,2,517616.2783333336,27.8
1955,2020-09-20 11:00:00,34476.85644734495,1,2,517649.1999999998,29.1
1956,2020-09-20 12:00:00,30540.747934879364,1,2,517678.815,31.9
1957,2020-09-20 13:00:00,26450.05635514762,1,3,512837.76,29.1
1958,2020-09-20 14:00:00,21924.479396901646,1,3,517706.57500000007,26.6
1959,2020-09-20 15:00:00,17802.684819206737,1,3,514465.1203389829,26.8
1960,2020-09-20 16:00:00,15216.727580054334,1,3,517719.34166666673,27.1
1961,2020-09-20 17:00:00,12848.835869547052,1,3,517726.0133333334,26.9
1962,2020-09-20 18:00:00,11242.66776224452,1,3,517735.06,26.6
1963,2020-09-20 19:00:00,16572.627821857037,1,4,517742.3716666664,26.4
1964,2020-09-20 20:00:00,25015.462397117844,1,4,517748.6618181818,26.5
1965,2020-09-20 21:00:00,34134.000463247314,1,4,500751.35689655173,26.3
1966,2020-09-20 22:00:00,42868.08677131269,1,4,509404.861016949,26.2
1967,2020-09-20 23:00:00,47456.18771969367,1,4,517770.4016666665,25.7
1968,2020-09-21 00:00:00,55594.18839033451,0,1,517808.78333333344,26.0
1969,2020-09-21 01:00:00,65032.53630389635,0,0,517905.8883333334,26.0
1970,2020-09-21 02:00:00,75822.08909936219,0,0,518017.0983333332,26.1
1971,2020-09-21 03:00:00,85794.82361124185,0,0,517685.8474576272,26.2
1972,2020-09-21 04:00:00,94626.65044571608,0,0,518214.4418181818,26.3
1973,2020-09-21 05:00:00,100259.23370453376,0,0,518290.96833333344,26.2
1974,2020-09-21 06:00:00,97980.97196210951,0,0,518404.10999999975,26.1
1975,2020-09-21 07:00:00,,0,2,518527.22,26.5
1976,2020-09-21 08:00:00,,0,2,501762.96333333326,27.2
1977,2020-09-21 09:00:00,,0,2,518769.0133333334,27.3
1978,2020-09-21 10:00:00,,0,2,518854.9183333333,27.1
1979,2020-09-21 11:00:00,,0,2,519198.3156250001,28.3
1980,2020-09-21 12:00:00,,0,2,,30.3
1981,2020-09-21 13:00:00,,0,3,,29.4
1982,2020-09-21 14:00:00,,0,3,518921.42999999993,30.9
1983,2020-09-21 15:00:00,,0,3,518930.6183333333,31.0
1984,2020-09-21 16:00:00,,0,3,518939.02833333326,28.9
1985,2020-09-21 17:00:00,,0,3,518946.9316666666,27.9
1986,2020-09-21 18:00:00,,0,3,518955.8633333335,27.3
1987,2020-09-21 19:00:00,20503.56432403497,0,4,518965.6716666668,27.0
