,lastReportTime,p_sum,weekend,session,ae_tot,Temp(¢J)
326,2020-08-21 02:00:00,117368.64710743801,0,0,584849.4299999999,29.5
327,2020-08-21 03:00:00,122092.71830896375,0,0,585030.2566666666,29.2
328,2020-08-21 04:00:00,125181.39931129475,0,0,585175.525,28.9
329,2020-08-21 05:00:00,126387.61377410467,0,0,585307.0607575758,28.9
330,2020-08-21 06:00:00,119448.31074380162,0,0,585431.7953030303,28.9
331,2020-08-21 07:00:00,107146.09559228648,0,2,585551.4033333333,29.6
332,2020-08-21 08:00:00,91940.5880165289,0,2,585661.3654545455,31.5
333,2020-08-21 09:00:00,77453.84461597407,0,2,585737.7916666665,33.4
334,2020-08-21 10:00:00,66512.39743929033,0,2,585806.7600000001,33.4
335,2020-08-21 11:00:00,55835.214731703265,0,2,585871.0449999999,32.8
336,2020-08-21 12:00:00,45887.63604371694,0,2,585916.47,33.2
337,2020-08-21 13:00:00,35120.44154062061,0,3,585945.4966666668,35.0
338,2020-08-21 14:00:00,27442.97900168305,0,3,585957.1233333333,34.8
339,2020-08-21 15:00:00,21681.2164709814,0,3,580491.4763636364,34.4
340,2020-08-21 16:00:00,16238.389623446792,0,3,585978.7583333332,32.9
341,2020-08-21 17:00:00,12096.615125745895,0,3,585990.7254545453,31.6
342,2020-08-21 18:00:00,9162.160677603222,0,3,586002.5983333334,30.5
343,2020-08-21 19:00:00,9021.155931027713,0,4,586016.2983333332,29.9
344,2020-08-21 20:00:00,10045.890774177522,0,4,586030.8550000001,29.5
345,2020-08-21 21:00:00,11227.065630991623,0,4,586046.0283333333,29.7
346,2020-08-21 22:00:00,13685.649991471253,0,4,586061.5466666665,29.7
347,2020-08-21 23:00:00,15510.111032074663,0,4,586076.2277272728,29.6
348,2020-08-22 00:00:00,16598.22991533629,1,1,586090.6333333334,27.3
349,2020-08-22 01:00:00,17398.167704962558,1,0,586107.72,28.6
350,2020-08-22 02:00:00,17833.95196293693,1,0,586126.5127272728,28.1
351,2020-08-22 03:00:00,18337.74208319881,1,0,586155.2316666667,27.0
352,2020-08-22 04:00:00,18832.24627786941,1,0,586189.4416666668,27.4
353,2020-08-22 05:00:00,19116.433892678746,1,0,586211.8751515152,26.3
354,2020-08-22 06:00:00,18829.942878923677,1,0,586230.0316666666,26.8
355,2020-08-22 07:00:00,17719.89851208629,1,2,586245.15,27.5
356,2020-08-22 08:00:00,16570.075438016524,1,2,586258.8633333333,28.8
357,2020-08-22 09:00:00,14151.290112258952,1,2,586273.3331818182,30.5
